No,SiteID,PlantVariety,PlantType,PlantID,Length,Length_sq,Width,Width_sq,Flower
353,F,Kitawase,Pin,F-P03,19.43,377.52,4.82,23.23,75
354,F,Kitawase,Pin,F-P03,28.67,821.97,NA,NA,117
355,F,Kitawase,Pin,F-P03,12.49,156,5.76,33.18,79
356,F,Kitawase,Pin,F-P03,15.93,253.76,9.72,94.48,199
357,A,Kitawase,Pin,A-P01,5.8,33.64,6.04,36.48,NA
358,A,Kitawase,Pin,A-P01,4.83,23.33,4.9,24.01,NA
359,A,Kitawase,Pin,A-P01,8.31,69.06,5.51,30.36,NA
360,A,Kitawase,Pin,A-P01,10.78,116.21,5.46,29.81,NA
361,A,Kitawase,Pin,A-P01,13.15,172.92,4.69,22,NA
362,A,Kitawase,Pin,A-P01,6.12,37.45,3.71,13.76,NA
363,A,Kitawase,Pin,A-P01,14.79,218.74,5.23,27.35,NA
364,A,Kitawase,Pin,A-P01,11.3,127.69,4.61,21.25,NA
365,A,Kitawase,Pin,A-P01,12.86,165.38,3.94,15.52,NA
366,A,Kitawase,Pin,A-P01,12.66,160.28,5.3,28.09,NA
367,A,Kitawase,Pin,A-P01,12.71,161.54,6.1,37.21,NA
368,A,Kitawase,Pin,A-P01,15.09,227.71,4.94,24.4,NA
369,A,Kitawase,Pin,A-P01,19.95,398,4.92,24.21,NA
370,A,Kitawase,Pin,A-P01,12.72,161.8,8,64,NA
371,A,Kitawase,Pin,A-P01,12.89,166.15,6.54,42.77,NA
372,A,Kitawase,Pin,A-P01,9.9,98.01,6.93,48.02,NA
373,A,Kitawase,Pin,A-P01,11.49,132.02,7.74,59.91,NA
374,A,Kitawase,Pin,A-P01,14.24,202.78,8.01,64.16,NA
375,A,Kitawase,Pin,A-P01,13.08,171.09,8.41,70.73,NA
376,A,Kitawase,Pin,A-P01,13.37,178.76,10.61,112.57,NA
377,A,Kitawase,Pin,A-P01,12.9,166.41,11.61,134.79,NA
378,A,Kitawase,Pin,A-P01,8.23,67.73,4.79,22.94,39
379,A,Kitawase,Pin,A-P01,6.75,45.56,4.98,24.8,39
380,A,Kitawase,Pin,A-P01,9.68,93.7,4.66,21.72,25
381,A,Kitawase,Pin,A-P01,9.75,95.06,5.18,26.83,43
382,A,Kitawase,Pin,A-P01,12,144,4.54,20.61,59
383,A,Kitawase,Pin,A-P01,16.06,257.92,5.09,25.91,77
384,A,Kitawase,Pin,A-P01,15.01,225.3,8.97,80.46,151
385,A,Kitawase,Pin,A-P01,12.92,166.93,7.3,53.29,170
386,A,Kitawase,Pin,A-P01,8.2,67.24,7.12,50.69,117
387,A,Kitawase,Pin,A-P01,9.84,96.83,8.25,68.06,98
388,A,Kitawase,Pin,A-P02,12.76,162.82,4.32,18.66,NA
389,A,Kitawase,Pin,A-P02,12.81,164.1,5.89,34.69,NA
390,A,Kitawase,Pin,A-P02,8.76,76.74,4.32,18.66,NA
391,A,Kitawase,Pin,A-P02,9.19,84.46,5.17,26.73,NA
392,A,Kitawase,Pin,A-P02,11.84,140.19,5.16,26.63,NA
393,A,Kitawase,Pin,A-P02,12.57,158,6.8,46.24,NA
394,A,Kitawase,Pin,A-P02,13.01,169.26,6.34,40.2,NA
395,A,Kitawase,Pin,A-P02,11.82,139.71,6.23,38.81,NA
396,A,Kitawase,Pin,A-P02,12.73,162.05,6.24,38.94,NA
397,A,Kitawase,Pin,A-P02,12.65,160.02,4.56,20.79,NA
398,A,Kitawase,Pin,A-P02,13.53,183.06,5.34,28.52,NA
399,A,Kitawase,Pin,A-P02,13.96,194.88,5.87,34.46,NA
400,A,Kitawase,Pin,A-P02,15.84,250.91,5.58,31.14,NA
401,A,Kitawase,Pin,A-P02,10.54,111.09,6.04,36.48,NA
402,A,Kitawase,Pin,A-P02,7.15,51.12,4.53,20.52,43
403,A,Kitawase,Pin,A-P02,10.18,103.63,3.63,13.18,40
404,A,Kitawase,Pin,A-P02,14.08,198.25,4.49,20.16,87
405,A,Kitawase,Pin,A-P02,15.42,237.78,5.53,30.58,73
406,A,Kitawase,Pin,A-P02,7.39,54.61,3.99,15.92,40
407,A,Kitawase,Pin,A-P02,12.52,156.75,6.2,38.44,151
408,A,Kitawase,Pin,A-P02,14.59,212.87,9.13,83.36,249
409,A,Kitawase,Pin,A-P03,4.53,20.52,2.84,8.07,NA
410,A,Kitawase,Pin,A-P03,6.12,37.45,4.21,17.72,NA
411,A,Kitawase,Pin,A-P03,13.46,181.17,4.36,19.01,NA
412,A,Kitawase,Pin,A-P03,12.64,159.77,4.65,21.62,NA
413,A,Kitawase,Pin,A-P03,13.14,172.66,4.1,16.81,NA
414,A,Kitawase,Pin,A-P03,4.83,23.33,4.4,19.36,NA
415,A,Kitawase,Pin,A-P03,10.21,104.24,5.28,27.88,NA
416,A,Kitawase,Pin,A-P03,12.15,147.62,4.46,19.89,NA
417,A,Kitawase,Pin,A-P03,13.22,174.77,4.21,17.72,NA
418,A,Kitawase,Pin,A-P03,13.3,176.89,5.23,27.35,NA
419,A,Kitawase,Pin,A-P03,16.49,271.92,5.53,30.58,NA
420,A,Kitawase,Pin,A-P03,15.02,225.6,5.89,34.69,NA
421,A,Kitawase,Pin,A-P03,9.62,92.54,5.84,34.11,NA
422,A,Kitawase,Pin,A-P03,10.03,100.6,8.23,67.73,NA
423,A,Kitawase,Pin,A-P03,14.62,213.74,9.83,96.63,NA
424,A,Kitawase,Pin,A-P03,9.73,94.67,7.09,50.27,NA
425,A,Kitawase,Pin,A-P03,12.58,158.26,4.56,20.79,NA
426,A,Kitawase,Pin,A-P03,11.93,142.32,4.44,19.71,NA
427,A,Kitawase,Pin,A-P03,13.37,178.76,5.1,26.01,NA
428,A,Kitawase,Pin,A-P03,12.4,153.76,8,64,NA
429,A,Kitawase,Pin,A-P03,10.55,111.3,4.17,17.39,NA
430,A,Kitawase,Pin,A-P03,10.94,119.68,5.67,32.15,NA
431,A,Kitawase,Pin,A-P03,12.08,145.93,8.99,80.82,240
432,A,Kitawase,Pin,A-P03,8.53,72.76,8.37,70.06,83
433,A,Kitawase,Pin,A-P03,NA,NA,NA,NA,77
434,A,Kitawase,Pin,A-P03,14.34,205.64,4.65,21.62,79
435,A,Kitawase,Pin,A-P03,14.44,208.51,5.08,25.81,82
436,A,Kitawase,Pin,A-P03,12.91,166.67,5.11,26.11,57
437,A,Kitawase,Pin,A-P03,16.46,270.93,5.69,32.38,54
438,A,Kitawase,Pin,A-P03,12.79,163.58,4.28,18.32,46
439,A,Kitawase,Pin,A-P03,9.53,90.82,4.96,24.6,53
440,A,Kitawase,Pin,A-P03,10.02,100.4,5.26,27.67,38
441,A,Kitawase,Pin,A-P03,9.42,88.74,4.93,24.3,46
442,A,Kitawase,Thrum,A-T01,9.41,88.55,7.29,53.14,NA
443,A,Kitawase,Thrum,A-T01,6.58,43.3,6.31,39.82,NA
444,A,Kitawase,Thrum,A-T01,10.75,115.56,7.27,52.85,NA
445,A,Kitawase,Thrum,A-T01,8.72,76.04,5.8,33.64,NA
446,A,Kitawase,Thrum,A-T01,10.95,119.9,7.39,54.61,NA
447,A,Kitawase,Thrum,A-T01,9.61,92.35,6.78,45.97,NA
448,A,Kitawase,Thrum,A-T01,12.87,165.64,6.93,48.02,NA
449,A,Kitawase,Thrum,A-T01,11.24,126.34,8.24,67.9,NA
450,A,Kitawase,Thrum,A-T01,14.22,202.21,8.75,76.56,NA
451,A,Kitawase,Thrum,A-T01,15.91,253.13,9.46,89.49,NA
452,A,Kitawase,Thrum,A-T01,12.69,161.04,6.17,38.07,NA
453,A,Kitawase,Thrum,A-T01,11.53,132.94,7.07,49.98,NA
454,A,Kitawase,Thrum,A-T01,21.69,470.46,10.44,108.99,NA
455,A,Kitawase,Thrum,A-T01,5.99,35.88,6.07,36.84,37
456,A,Kitawase,Thrum,A-T01,9.56,91.39,6.05,36.6,68
457,A,Kitawase,Thrum,A-T01,10.07,101.4,9.42,88.74,144
458,A,Kitawase,Thrum,A-T01,17.28,298.6,9.51,90.44,314
459,A,Kitawase,Thrum,A-T01,18.72,350.44,9.75,95.06,215
460,A,Kitawase,Thrum,A-T01,13.31,177.16,8.77,76.91,289
461,A,Kitawase,Thrum,A-T02,16.14,260.5,10.4,108.16,NA
462,A,Kitawase,Thrum,A-T02,20.67,427.25,10.12,102.41,NA
463,A,Kitawase,Thrum,A-T02,24.92,621.01,9.99,99.8,NA
464,A,Kitawase,Thrum,A-T02,20.61,424.77,8.47,71.74,NA
465,A,Kitawase,Thrum,A-T02,15.22,231.65,7.36,54.17,NA
466,A,Kitawase,Thrum,A-T02,4.5,20.25,5.67,32.15,NA
467,A,Kitawase,Thrum,A-T02,3.63,13.18,3.28,10.76,6
468,A,Kitawase,Thrum,A-T02,12.03,144.72,6.64,44.09,NA
469,A,Kitawase,Thrum,A-T02,11.12,123.65,6.71,45.02,NA
470,A,Kitawase,Thrum,A-T02,26.6,707.56,6.52,42.51,NA
471,A,Kitawase,Thrum,A-T02,6.51,42.38,4.61,21.25,NA
472,A,Kitawase,Thrum,A-T02,14.35,205.92,5.38,28.94,NA
473,A,Kitawase,Thrum,A-T02,15.14,229.22,6.04,36.48,NA
474,A,Kitawase,Thrum,A-T02,16.05,257.6,5.67,32.15,NA
475,A,Kitawase,Thrum,A-T02,13.02,169.52,4.62,21.34,NA
476,A,Kitawase,Thrum,A-T02,13.57,184.14,5.41,29.27,67
477,A,Kitawase,Thrum,A-T02,15.77,248.69,7.45,55.5,95
478,A,Kitawase,Thrum,A-T02,21.76,473.5,6.15,37.82,148
479,A,Kitawase,Thrum,A-T02,8.87,78.68,6.3,39.69,44
480,A,Kitawase,Thrum,A-T02,12.72,161.8,10.51,110.46,221
481,A,Kitawase,Thrum,A-T02,17.67,312.23,12.88,165.89,502
482,A,Kitawase,Thrum,A-T03,8.98,80.64,6.92,47.89,NA
483,A,Kitawase,Thrum,A-T03,7.87,61.94,6.42,41.22,NA
484,A,Kitawase,Thrum,A-T03,4.13,17.06,4.91,24.11,NA
485,A,Kitawase,Thrum,A-T03,15.77,248.69,5.65,31.92,NA
486,A,Kitawase,Thrum,A-T03,10.91,119.03,4.91,24.11,NA
487,A,Kitawase,Thrum,A-T03,6.19,38.32,5.04,25.4,NA
488,A,Kitawase,Thrum,A-T03,19.6,384.16,6.07,36.84,NA
489,A,Kitawase,Thrum,A-T03,18.43,339.66,6.12,37.45,NA
490,A,Kitawase,Thrum,A-T03,13.45,180.9,6.67,44.49,NA
491,A,Kitawase,Thrum,A-T03,14.43,208.22,6.77,45.83,NA
492,A,Kitawase,Thrum,A-T03,12.66,160.28,7.65,58.52,NA
493,A,Kitawase,Thrum,A-T03,11.09,122.99,7.99,63.84,NA
494,A,Kitawase,Thrum,A-T03,12.93,167.18,10.28,105.68,NA
495,A,Kitawase,Thrum,A-T03,16.49,271.92,11.16,124.55,NA
496,A,Kitawase,Thrum,A-T03,15.56,242.11,11.32,128.14,270
497,A,Kitawase,Thrum,A-T03,17.17,294.81,4.53,20.52,105
498,A,Kitawase,Thrum,A-T03,15.36,235.93,6.02,36.24,103
499,A,Kitawase,Thrum,A-T03,16.59,275.23,6.24,38.94,102
500,A,Kitawase,Thrum,A-T03,10.55,111.3,6.16,37.95,43
501,A,Kitawase,Thrum,A-T03,5.25,27.56,3.98,15.84,17
502,B,Kitawase,Thrum,B-T01,8.43,71.06,4,16,NA
503,B,Kitawase,Thrum,B-T01,6.07,36.84,4.48,20.07,NA
504,B,Kitawase,Thrum,B-T01,7.79,60.68,5.42,29.38,NA
505,B,Kitawase,Thrum,B-T01,11.48,131.79,3.63,13.18,NA
506,B,Kitawase,Thrum,B-T01,10.43,108.78,3.32,11.02,NA
507,B,Kitawase,Thrum,B-T01,17.28,298.6,5.57,31.02,NA
508,B,Kitawase,Thrum,B-T01,10.76,115.78,4.33,18.75,NA
509,B,Kitawase,Thrum,B-T01,13.09,171.35,5.73,32.83,NA
510,B,Kitawase,Thrum,B-T01,18.74,351.19,5.39,29.05,NA
511,B,Kitawase,Thrum,B-T01,10.06,101.2,5.23,27.35,NA
512,B,Kitawase,Thrum,B-T01,15.58,242.74,4.21,17.72,NA
513,B,Kitawase,Thrum,B-T01,14.14,199.94,4.5,20.25,NA
514,B,Kitawase,Thrum,B-T01,13.82,190.99,4.52,20.43,NA
515,B,Kitawase,Thrum,B-T01,11.43,130.64,3.79,14.36,NA
516,B,Kitawase,Thrum,B-T01,14.29,204.2,4.62,21.34,NA
517,B,Kitawase,Thrum,B-T01,15.3,234.09,8.33,69.39,NA
518,B,Kitawase,Thrum,B-T01,13.92,193.77,8.08,65.29,NA
519,B,Kitawase,Thrum,B-T01,11.6,134.56,6.75,45.56,NA
520,B,Kitawase,Thrum,B-T01,8.7,75.69,3.21,10.3,29
521,B,Kitawase,Thrum,B-T01,8.83,77.97,3.83,14.67,34
522,B,Kitawase,Thrum,B-T01,7.84,61.47,3.86,14.9,43
523,B,Kitawase,Thrum,B-T01,8.72,76.04,4.07,16.56,42
524,B,Kitawase,Thrum,B-T01,13.53,183.06,4.27,18.23,75
525,B,Kitawase,Thrum,B-T01,9.66,93.32,4.83,23.33,87
526,B,Kitawase,Thrum,B-T01,13.97,195.16,5.17,26.73,83
527,B,Kitawase,Thrum,B-T01,14.05,197.4,6.42,41.22,141
528,B,Kitawase,Thrum,B-T02,7.78,60.53,3.29,10.82,NA
529,B,Kitawase,Thrum,B-T02,9.97,99.4,3.83,14.67,NA
530,B,Kitawase,Thrum,B-T02,14.22,202.21,5.4,29.16,NA
531,B,Kitawase,Thrum,B-T02,12.25,150.06,5.15,26.52,NA
532,B,Kitawase,Thrum,B-T02,16.85,283.92,4.57,20.88,NA
533,B,Kitawase,Thrum,B-T02,14.43,208.22,5.98,35.76,NA
534,B,Kitawase,Thrum,B-T02,20.24,409.66,4.49,20.16,NA
535,B,Kitawase,Thrum,B-T02,13.83,191.27,7.48,55.95,NA
536,B,Kitawase,Thrum,B-T02,9.64,92.93,6.05,36.6,NA
537,B,Kitawase,Thrum,B-T02,4.26,18.15,3.08,9.49,NA
538,B,Kitawase,Thrum,B-T02,6.99,48.86,4.21,17.72,52
539,B,Kitawase,Thrum,B-T02,NA,NA,NA,NA,67
540,B,Kitawase,Thrum,B-T02,11.52,132.71,7.91,62.57,140
541,B,Kitawase,Thrum,B-T03,11.67,136.19,5.14,26.42,NA
542,B,Kitawase,Thrum,B-T03,11.78,138.77,3.24,10.5,NA
543,B,Kitawase,Thrum,B-T03,8.65,74.82,2.82,7.95,NA
544,B,Kitawase,Thrum,B-T03,9.33,87.05,3.61,13.03,NA
545,B,Kitawase,Thrum,B-T03,9.04,81.72,5.87,34.46,NA
546,B,Kitawase,Thrum,B-T03,14.46,209.09,5.76,33.18,NA
547,B,Kitawase,Thrum,B-T03,17.41,303.11,4.58,20.98,NA
548,B,Kitawase,Thrum,B-T03,10.68,114.06,3.55,12.6,NA
549,B,Kitawase,Thrum,B-T03,9.82,96.43,3.68,13.54,NA
550,B,Kitawase,Thrum,B-T03,8.51,72.42,3.62,13.1,NA
551,B,Kitawase,Thrum,B-T03,8.82,77.79,3.91,15.29,NA
552,B,Kitawase,Thrum,B-T03,9.92,98.41,4.07,16.56,NA
553,B,Kitawase,Thrum,B-T03,11.51,132.48,5.08,25.81,NA
554,B,Kitawase,Thrum,B-T03,17.46,304.85,5.1,26.01,NA
555,B,Kitawase,Thrum,B-T03,10.85,117.72,6.19,38.32,NA
556,B,Kitawase,Thrum,B-T03,10.77,115.99,5.48,30.03,NA
557,B,Kitawase,Thrum,B-T03,10.19,103.84,5.75,33.06,NA
558,B,Kitawase,Thrum,B-T03,8.26,68.23,6.04,36.48,NA
559,B,Kitawase,Thrum,B-T03,8.72,76.04,4.25,18.06,31
560,B,Kitawase,Thrum,B-T03,5.84,34.11,2.67,7.13,24
561,B,Kitawase,Thrum,B-T03,7.55,57,3.39,11.49,27
562,B,Kitawase,Thrum,B-T03,5.11,26.11,2.74,7.51,27
563,B,Kitawase,Thrum,B-T03,9.85,97.02,6.96,48.44,159
564,B,Kitawase,Thrum,B-T03,8.43,71.06,7.61,57.91,103
565,B,Kitawase,Thrum,B-T03,8.57,73.44,3.26,10.63,75
566,B,Kitawase,Thrum,B-T03,10.01,100.2,3.8,14.44,29
567,B,Kitawase,Pin,B-P01,10.13,102.62,6.64,44.09,NA
568,B,Kitawase,Pin,B-P01,6.98,48.72,3.61,13.03,NA
569,B,Kitawase,Pin,B-P01,13.72,188.24,4.61,21.25,NA
570,B,Kitawase,Pin,B-P01,11.23,126.11,4.58,20.98,NA
571,B,Kitawase,Pin,B-P01,6.47,41.86,4.04,16.32,NA
572,B,Kitawase,Pin,B-P01,11.79,139,4.04,16.32,NA
573,B,Kitawase,Pin,B-P01,11.58,134.1,5.78,33.41,NA
574,B,Kitawase,Pin,B-P01,10.68,114.06,4.61,21.25,NA
575,B,Kitawase,Pin,B-P01,12.48,155.75,5.27,27.77,NA
576,B,Kitawase,Pin,B-P01,15.26,232.87,4.14,17.14,NA
577,B,Kitawase,Pin,B-P01,17.42,303.46,5.08,25.81,NA
578,B,Kitawase,Pin,B-P01,14.45,208.8,6.71,45.02,NA
579,B,Kitawase,Pin,B-P01,16.14,260.5,5.03,25.3,NA
580,B,Kitawase,Pin,B-P01,15.9,252.81,6.71,45.02,97
581,B,Kitawase,Pin,B-P01,10.87,118.16,3.75,14.06,39
582,B,Kitawase,Pin,B-P01,9.89,97.81,5.51,30.36,71
583,B,Kitawase,Pin,B-P01,9.42,88.74,3.77,14.21,32
584,B,Kitawase,Pin,B-P01,11.64,135.49,4.29,18.4,42
585,B,Kitawase,Pin,B-P01,17.09,292.07,5.07,25.7,70
586,B,Kitawase,Pin,B-P01,16.34,267,NA,NA,94
587,B,Kitawase,Pin,B-P02,12.19,148.6,5.17,26.73,NA
588,B,Kitawase,Pin,B-P02,10.63,113,5.96,35.52,NA
589,B,Kitawase,Pin,B-P02,3.74,13.99,3.92,15.37,NA
590,B,Kitawase,Pin,B-P02,6.27,39.31,3.82,14.59,NA
591,B,Kitawase,Pin,B-P02,12.28,150.8,4.85,23.52,NA
592,B,Kitawase,Pin,B-P02,10.33,106.71,5.29,27.98,NA
593,B,Kitawase,Pin,B-P02,15.52,240.87,6.44,41.47,NA
594,B,Kitawase,Pin,B-P02,7.53,56.7,4.98,24.8,NA
595,B,Kitawase,Pin,B-P02,12.91,166.67,5.91,34.93,NA
596,B,Kitawase,Pin,B-P02,10.65,113.42,4.75,22.56,NA
597,B,Kitawase,Pin,B-P02,13.79,190.16,6.86,47.06,NA
598,B,Kitawase,Pin,B-P02,9.01,81.18,5.01,25.1,NA
599,B,Kitawase,Pin,B-P02,10.83,117.29,4.4,19.36,NA
600,B,Kitawase,Pin,B-P02,9.53,90.82,4.22,17.81,NA
601,B,Kitawase,Pin,B-P02,8.76,76.74,4.44,19.71,NA
602,B,Kitawase,Pin,B-P02,13.38,179.02,6.37,40.58,NA
603,B,Kitawase,Pin,B-P02,11.28,127.24,5.91,34.93,NA
604,B,Kitawase,Pin,B-P02,9.65,93.12,5.37,28.84,NA
605,B,Kitawase,Pin,B-P02,9.76,95.26,4.65,21.62,NA
606,B,Kitawase,Pin,B-P02,12.6,158.76,4.27,18.23,NA
607,B,Kitawase,Pin,B-P02,13.01,169.26,8.22,67.57,NA
608,B,Kitawase,Pin,B-P02,9.54,91.01,5.55,30.8,67
609,B,Kitawase,Pin,B-P02,15.37,236.24,8.94,79.92,126
610,B,Kitawase,Pin,B-P02,5.27,27.77,2.72,7.4,17
611,B,Kitawase,Pin,B-P02,8.87,78.68,6.72,45.16,133
612,B,Kitawase,Pin,B-P02,13.18,173.71,4.73,22.37,68
613,B,Kitawase,Pin,B-P02,10.8,116.64,4.18,17.47,44
614,B,Kitawase,Pin,B-P02,NA,NA,NA,NA,56
615,B,Kitawase,Pin,B-P02,12.8,163.84,4.84,23.43,54
616,B,Kitawase,Pin,B-P02,NA,NA,4.6,21.16,75
617,B,Kitawase,Pin,B-P02,12.02,144.48,4.37,19.1,77
618,B,Kitawase,Pin,B-P03,26.13,682.78,5.28,27.88,NA
619,B,Kitawase,Pin,B-P03,27.87,776.74,4.55,20.7,NA
620,B,Kitawase,Pin,B-P03,23.03,530.38,4.98,24.8,NA
621,B,Kitawase,Pin,B-P03,22.04,485.76,4.36,19.01,NA
622,B,Kitawase,Pin,B-P03,16.7,278.89,4.29,18.4,NA
623,B,Kitawase,Pin,B-P03,21.4,457.96,6.53,42.64,NA
624,B,Kitawase,Pin,B-P03,11.99,143.76,4.34,18.84,NA
625,B,Kitawase,Pin,B-P03,9.79,95.84,4.33,18.75,NA
626,B,Kitawase,Pin,B-P03,10.09,101.81,5.26,27.67,NA
627,B,Kitawase,Pin,B-P03,11.1,123.21,7.28,53,NA
628,B,Kitawase,Pin,B-P03,13.45,180.9,8.09,65.45,112
629,B,Kitawase,Pin,B-P03,8.66,75,3.04,9.24,31
630,B,Kitawase,Pin,B-P03,18.21,331.6,3.28,10.76,65
631,B,Kitawase,Pin,B-P03,15.56,242.11,4.96,24.6,78
632,B,Kitawase,Pin,B-P03,17.37,301.72,7.61,57.91,149
633,C,Horiminori,Pin,C-P01,19.39,375.97,5.98,35.76,NA
634,C,Horiminori,Pin,C-P01,18.59,345.59,4.34,18.84,NA
635,C,Horiminori,Pin,C-P01,10.75,115.56,7.16,51.27,NA
636,C,Horiminori,Pin,C-P01,19.33,373.65,4.9,24.01,NA
637,C,Horiminori,Pin,C-P01,12.92,166.93,8.36,69.89,NA
638,C,Horiminori,Pin,C-P01,7.53,56.7,4.94,24.4,NA
639,C,Horiminori,Pin,C-P01,14.29,204.2,5.02,25.2,NA
640,C,Horiminori,Pin,C-P01,8.15,66.42,4.25,18.06,NA
641,C,Horiminori,Pin,C-P01,10.73,115.13,3.97,15.76,NA
642,C,Horiminori,Pin,C-P01,7.3,53.29,4.04,16.32,NA
643,C,Horiminori,Pin,C-P01,9.1,82.81,7.79,60.68,NA
644,C,Horiminori,Pin,C-P01,7.55,57,3.68,13.54,NA
645,C,Horiminori,Pin,C-P01,6.75,45.56,2.79,7.78,NA
646,C,Horiminori,Pin,C-P01,10.18,103.63,6.33,40.07,NA
647,C,Horiminori,Pin,C-P01,6.23,38.81,4.35,18.92,94
648,C,Horiminori,Pin,C-P01,6.92,47.89,5.21,27.14,73
649,C,Horiminori,Pin,C-P01,6.06,36.72,4.5,20.25,51
650,C,Horiminori,Pin,C-P01,14.25,203.06,4.58,20.98,82
651,C,Horiminori,Pin,C-P01,15.34,235.32,7.8,60.84,19
652,C,Horiminori,Pin,C-P01,NA,NA,NA,NA,276
653,C,Horiminori,Pin,C-P02,8.82,77.79,3.95,15.6,NA
654,C,Horiminori,Pin,C-P02,10.05,101,3.65,13.32,NA
655,C,Horiminori,Pin,C-P02,12.78,163.33,3.69,13.62,NA
656,C,Horiminori,Pin,C-P02,13.75,189.06,4.28,18.32,NA
657,C,Horiminori,Pin,C-P02,17.34,300.68,4.38,19.18,NA
658,C,Horiminori,Pin,C-P02,8.95,80.1,5.37,28.84,NA
659,C,Horiminori,Pin,C-P02,11.46,131.33,5.78,33.41,NA
660,C,Horiminori,Pin,C-P02,13.15,172.92,3.51,12.32,NA
661,C,Horiminori,Pin,C-P02,10.84,117.51,3.02,9.12,39
662,C,Horiminori,Pin,C-P02,13.09,171.35,4.24,17.98,64
663,C,Horiminori,Pin,C-P02,8.01,64.16,5.51,30.36,104
664,C,Horiminori,Pin,C-P02,NA,NA,NA,NA,113
665,C,Horiminori,Pin,C-P02,14.35,205.92,7.2,51.84,199
666,C,Horiminori,Pin,C-P03,13.93,194.04,6.23,38.81,150
667,C,Horiminori,Pin,C-P03,NA,NA,NA,NA,153
668,C,Horiminori,Pin,C-P03,16.7,278.89,5.27,27.77,84
669,C,Horiminori,Pin,C-P03,11.38,129.5,4.55,20.7,57
670,C,Horiminori,Pin,C-P03,13.57,184.14,3.89,15.13,67
671,C,Horiminori,Pin,C-P03,20.05,402,3.09,9.55,118
672,C,Horiminori,Pin,C-P03,10.13,102.62,4.47,19.98,69
673,C,Horiminori,Pin,C-P03,22.86,522.58,4.85,23.52,NA
674,C,Horiminori,Pin,C-P03,9.74,94.87,3.71,13.76,NA
675,C,Horiminori,Pin,C-P03,10.28,105.68,4.18,17.47,NA
676,C,Horiminori,Pin,C-P03,13.01,169.26,5.42,29.38,NA
677,C,Horiminori,Pin,C-P03,11.53,132.94,4.4,19.36,NA
678,C,Horiminori,Pin,C-P03,11.44,130.87,3.87,14.98,NA
679,C,Horiminori,Pin,C-P03,17.44,304.15,4.43,19.62,NA
680,C,Horiminori,Pin,C-P03,17.47,305.2,5.5,30.25,NA
681,C,Horiminori,Pin,C-P03,22.12,489.29,4.41,19.45,NA
682,C,Horiminori,Pin,C-P03,10.99,120.78,6.03,36.36,NA
683,C,Horiminori,Pin,C-P03,15.36,235.93,7.28,53,NA
684,C,Horiminori,Pin,C-P03,12.96,167.96,5.5,30.25,NA
685,C,Horiminori,Thrum,C-T01,5.83,33.99,3.33,11.09,NA
686,C,Horiminori,Thrum,C-T01,8.56,73.27,6.62,43.82,NA
687,C,Horiminori,Thrum,C-T01,9.46,89.49,4.76,22.66,NA
688,C,Horiminori,Thrum,C-T01,14.78,218.45,3.67,13.47,NA
689,C,Horiminori,Thrum,C-T01,13.68,187.14,6.59,43.43,NA
690,C,Horiminori,Thrum,C-T01,10.93,119.46,5.73,32.83,NA
691,C,Horiminori,Thrum,C-T01,9.63,92.74,4.35,18.92,NA
692,C,Horiminori,Thrum,C-T01,14.56,211.99,5.32,28.3,NA
693,C,Horiminori,Thrum,C-T01,8.58,73.62,3.33,11.09,30
694,C,Horiminori,Thrum,C-T01,13.68,187.14,6.02,36.24,97
695,C,Horiminori,Thrum,C-T01,15.59,243.05,4.12,16.97,73
696,C,Horiminori,Thrum,C-T01,12.14,147.38,6.13,37.58,92
697,C,Horiminori,Thrum,C-T02,NA,NA,NA,NA,11
698,C,Horiminori,Thrum,C-T02,12.51,156.5,4.38,19.18,NA
699,C,Horiminori,Thrum,C-T02,18.57,344.84,5.41,29.27,NA
700,C,Horiminori,Thrum,C-T02,17.35,301.02,4.78,22.85,NA
701,C,Horiminori,Thrum,C-T02,13.34,177.96,4.25,18.06,NA
702,C,Horiminori,Thrum,C-T02,11.11,123.43,3.6,12.96,NA
703,C,Horiminori,Thrum,C-T02,13.55,183.6,4.89,23.91,NA
704,C,Horiminori,Thrum,C-T02,13.04,170.04,3.55,12.6,NA
705,C,Horiminori,Thrum,C-T02,12.84,164.87,3.85,14.82,NA
706,C,Horiminori,Thrum,C-T02,10.89,118.59,3.31,10.96,NA
707,C,Horiminori,Thrum,C-T02,15.04,226.2,5.03,25.3,NA
708,C,Horiminori,Thrum,C-T02,13.57,184.14,4.08,16.65,NA
709,C,Horiminori,Thrum,C-T02,12.93,167.18,4.03,16.24,NA
710,C,Horiminori,Thrum,C-T02,16.84,283.59,4.14,17.14,NA
711,C,Horiminori,Thrum,C-T02,13.05,170.3,3.7,13.69,NA
712,C,Horiminori,Thrum,C-T02,14.66,214.92,4.41,19.45,NA
713,C,Horiminori,Thrum,C-T02,15.15,229.52,6.62,43.82,NA
714,C,Horiminori,Thrum,C-T02,14.53,211.12,5.78,33.41,NA
715,C,Horiminori,Thrum,C-T02,13.62,185.5,6.83,46.65,NA
716,C,Horiminori,Thrum,C-T02,9.39,88.17,4.28,18.32,41
717,C,Horiminori,Thrum,C-T02,10.56,111.51,3.54,12.53,58
718,C,Horiminori,Thrum,C-T02,10.49,110.04,4.12,16.97,64
719,C,Horiminori,Thrum,C-T02,10.92,119.25,6.94,48.16,144
720,C,Horiminori,Thrum,C-T02,16.32,266.34,4.74,22.47,113
