No,SiteID,PlantVariety,PlantType,PlantID,Length,Length_sq,Width,Width_sq,Flower,estimate00,mixed
297,F,Kitawase,Thrum,F-T03,9.29,86.3,3.98,15.84,NA,49.7318896,50
298,F,Kitawase,Thrum,F-T03,8.53,72.76,5.26,27.67,NA,67.73960732,68
299,F,Kitawase,Thrum,F-T03,16.47,271.26,5.07,25.7,NA,126.8336979,127
300,F,Kitawase,Thrum,F-T03,5.02,25.2,2.8,7.84,NA,-6.986500575,-7
301,F,Kitawase,Thrum,F-T03,9.44,89.11,4.07,16.56,NA,52.63768759,53
302,F,Kitawase,Thrum,F-T03,15.94,254.08,8.1,65.61,NA,175.6281749,176
303,F,Kitawase,Thrum,F-T03,14.45,208.8,5.44,29.59,NA,117.6964323,118
304,F,Kitawase,Thrum,F-T03,4.25,18.06,3.61,13.03,NA,2.870371742,3
305,F,Kitawase,Thrum,F-T03,12.82,164.45,9.4,88.36,NA,171.9487975,172
306,F,Kitawase,Thrum,F-T03,9.18,84.27,8.43,71.06,NA,127.7558778,128
307,F,Kitawase,Thrum,F-T03,11.09,122.99,10.71,114.7,NA,178.2865963,178
308,F,Kitawase,Thrum,F-T03,8.1,65.61,4.21,17.72,NA,44.74305756,45
309,F,Kitawase,Thrum,F-T03,10.67,113.85,3.63,13.18,NA,53.8625142,54
310,F,Kitawase,Thrum,F-T03,8.99,80.82,3.86,14.9,NA,45.06279305,45
311,F,Kitawase,Thrum,F-T03,15.08,227.41,4.66,21.72,NA,108.2514078,108
312,F,Kitawase,Thrum,F-T03,5.1,26.01,4.06,16.48,NA,18.23595173,18
313,F,Kitawase,Thrum,F-T03,4.54,20.61,3.62,13.1,NA,5.351022847,5
314,F,Kitawase,Thrum,F-T03,7.55,57,3.02,9.12,NA,17.32380723,17
315,F,Kitawase,Thrum,F-T03,2.75,7.56,2.91,8.47,NA,-22.69292077,-23
316,F,Kitawase,Thrum,F-T03,9.49,90.06,3.08,9.49,NA,33.80033471,34
317,F,Kitawase,Thrum,F-T03,2.62,6.86,2.12,4.49,8,-39.59945105,8
318,F,Kitawase,Thrum,F-T03,8.84,78.15,3.94,15.52,30,45.41878159,30
319,F,Kitawase,Thrum,F-T03,5.26,27.67,3.7,13.69,18,12.57449262,18
320,F,Kitawase,Thrum,F-T03,19.27,371.33,4.61,21.25,75,140.3443744,75
321,F,Kitawase,Thrum,F-T03,6.2,38.44,5.28,27.88,38,49.74014708,38
322,F,Kitawase,Thrum,F-T03,7.61,57.91,3.2,10.24,30,21.34670826,30
323,F,Kitawase,Thrum,F-T03,11.87,140.9,5.39,29.1,75,96.4310141,75
324,F,Kitawase,Thrum,F-T03,17.04,290.36,NA,NA,40,NA,40
325,F,Kitawase,Thrum,F-T03,8.65,74.82,7.65,58.52,98,110.6719481,98
326,F,Kitawase,Thrum,F-T03,6.61,43.69,5.34,28.52,30,54.06937675,30
327,F,Kitawase,Thrum,F-T03,11.64,135.49,14.81,219.34,250,237.9836722,250
328,F,Kitawase,Pin,F-P03,8.39,70.39,4.1,16.81,NA,44.93226508,45
329,F,Kitawase,Pin,F-P03,18.43,339.66,4.15,17.22,NA,125.0272477,125
330,F,Kitawase,Pin,F-P03,27.78,771.73,4.94,24.4,NA,213.5796841,214
331,F,Kitawase,Pin,F-P03,14.91,222.31,4.7,22.09,NA,107.6612261,108
332,F,Kitawase,Pin,F-P03,13.63,185.78,7.09,50.27,NA,140.4183768,140
333,F,Kitawase,Pin,F-P03,18.2,331.24,3.48,12.11,NA,110.3038266,110
334,F,Kitawase,Pin,F-P03,17.13,293.44,4.66,21.72,NA,124.410625,124
335,F,Kitawase,Pin,F-P03,21.09,444.79,4.22,17.81,NA,147.325585,147
336,F,Kitawase,Pin,F-P03,16.42,269.62,4.27,18.23,NA,111.4651088,111
337,F,Kitawase,Pin,F-P03,23.93,572.64,4.05,16.4,NA,166.4727828,166
338,F,Kitawase,Pin,F-P03,14.61,213.45,5.68,32.26,NA,123.3117383,123
339,F,Kitawase,Pin,F-P03,27.05,731.7,4.54,20.61,NA,200.3559184,200
340,F,Kitawase,Pin,F-P03,18.36,337.09,10.31,106.3,NA,229.608703,230
341,F,Kitawase,Pin,F-P03,34.56,1194.39,4.56,20.79,NA,259.9303677,260
342,F,Kitawase,Pin,F-P03,20.9,436.81,4.56,20.79,NA,152.2548034,152
343,F,Kitawase,Pin,F-P03,18.18,330.51,3.96,15.68,NA,119.424733,119
344,F,Kitawase,Pin,F-P03,13.09,171.35,11.23,126.11,NA,201.6729838,202
345,F,Kitawase,Pin,F-P03,14.88,221.41,4.19,17.56,NA,97.80373107,98
346,F,Kitawase,Pin,F-P03,15.12,228.61,6.97,48.58,NA,150.1007136,150
347,F,Kitawase,Pin,F-P03,22.05,486.2,4.69,22,NA,163.7543289,164
348,F,Kitawase,Pin,F-P03,4.28,18.32,4.03,16.24,19,11.19779277,19
349,F,Kitawase,Pin,F-P03,15.77,248.69,4.02,16.16,55,101.5767438,55
350,F,Kitawase,Pin,F-P03,NA,NA,NA,NA,66,NA,66
351,F,Kitawase,Pin,F-P03,17.19,295.5,5,25,69,131.2138086,69
352,F,Kitawase,Pin,F-P03,20.63,425.6,5.15,26.52,90,161.0990078,90
353,F,Kitawase,Pin,F-P03,19.43,377.52,4.82,23.23,75,145.530215,75
354,F,Kitawase,Pin,F-P03,28.67,821.97,NA,NA,117,NA,117
355,F,Kitawase,Pin,F-P03,12.49,156,5.76,33.18,79,108.0424422,79
356,F,Kitawase,Pin,F-P03,15.93,253.76,9.72,94.48,199,201.4440507,199
357,A,Kitawase,Pin,A-P01,5.8,33.64,6.04,36.48,NA,60.32838449,60
358,A,Kitawase,Pin,A-P01,4.83,23.33,4.9,24.01,NA,31.93187085,32
359,A,Kitawase,Pin,A-P01,8.31,69.06,5.51,30.36,NA,70.57037122,71
360,A,Kitawase,Pin,A-P01,10.78,116.21,5.46,29.81,NA,89.13113938,89
361,A,Kitawase,Pin,A-P01,13.15,172.92,4.69,22,NA,93.59967865,94
362,A,Kitawase,Pin,A-P01,6.12,37.45,3.71,13.76,NA,19.54819436,20
363,A,Kitawase,Pin,A-P01,14.79,218.74,5.23,27.35,NA,116.5356457,117
364,A,Kitawase,Pin,A-P01,11.3,127.69,4.61,21.25,NA,77.52049099,78
365,A,Kitawase,Pin,A-P01,12.86,165.38,3.94,15.52,NA,77.10661237,77
366,A,Kitawase,Pin,A-P01,12.66,160.28,5.3,28.09,NA,101.0282571,101
367,A,Kitawase,Pin,A-P01,12.71,161.54,6.1,37.21,NA,115.8651551,116
368,A,Kitawase,Pin,A-P01,15.09,227.71,4.94,24.4,NA,113.5501884,114
369,A,Kitawase,Pin,A-P01,19.95,398,4.92,24.21,NA,151.4860427,151
370,A,Kitawase,Pin,A-P01,12.72,161.8,8,64,NA,148.5924852,149
371,A,Kitawase,Pin,A-P01,12.89,166.15,6.54,42.77,NA,125.0522402,125
372,A,Kitawase,Pin,A-P01,9.9,98.01,6.93,48.02,NA,108.2652029,108
373,A,Kitawase,Pin,A-P01,11.49,132.02,7.74,59.91,NA,134.5658933,135
374,A,Kitawase,Pin,A-P01,14.24,202.78,8.01,64.16,NA,160.7396653,161
375,A,Kitawase,Pin,A-P01,13.08,171.09,8.41,70.73,NA,158.1696021,158
376,A,Kitawase,Pin,A-P01,13.37,178.76,10.61,112.57,NA,194.7724671,195
377,A,Kitawase,Pin,A-P01,12.9,166.41,11.61,134.79,NA,205.6345298,206
378,A,Kitawase,Pin,A-P01,8.23,67.73,4.79,22.94,39,56.68735116,39
379,A,Kitawase,Pin,A-P01,6.75,45.56,4.98,24.8,39,48.54994719,39
380,A,Kitawase,Pin,A-P01,9.68,93.7,4.66,21.72,25,65.68566501,25
381,A,Kitawase,Pin,A-P01,9.75,95.06,5.18,26.83,43,75.88883404,43
382,A,Kitawase,Pin,A-P01,12,144,4.54,20.61,59,81.72361657,59
383,A,Kitawase,Pin,A-P01,16.06,257.92,5.09,25.91,77,123.968724,77
384,A,Kitawase,Pin,A-P01,15.01,225.3,8.97,80.46,151,182.4146483,151
385,A,Kitawase,Pin,A-P01,12.92,166.93,7.3,53.29,170,138.4112769,170
386,A,Kitawase,Pin,A-P01,8.2,67.24,7.12,50.69,117,98.13262707,117
387,A,Kitawase,Pin,A-P01,9.84,96.83,8.25,68.06,98,130.0142147,98
388,A,Kitawase,Pin,A-P02,12.76,162.82,4.32,18.66,NA,83.56278053,84
389,A,Kitawase,Pin,A-P02,12.81,164.1,5.89,34.69,NA,112.9027842,113
390,A,Kitawase,Pin,A-P02,8.76,76.74,4.32,18.66,NA,52.03260065,52
391,A,Kitawase,Pin,A-P02,9.19,84.46,5.17,26.73,NA,71.28956291,71
392,A,Kitawase,Pin,A-P02,11.84,140.19,5.16,26.63,NA,91.99326113,92
393,A,Kitawase,Pin,A-P02,12.57,158,6.8,46.24,NA,127.0606744,127
394,A,Kitawase,Pin,A-P02,13.01,169.26,6.34,40.2,NA,122.4809016,122
395,A,Kitawase,Pin,A-P02,11.82,139.71,6.23,38.81,NA,111.1586164,111
396,A,Kitawase,Pin,A-P02,12.73,162.05,6.24,38.94,NA,118.5071112,119
397,A,Kitawase,Pin,A-P02,12.65,160.02,4.56,20.79,NA,87.22380745,87
398,A,Kitawase,Pin,A-P02,13.53,183.06,5.34,28.52,NA,108.6165879,109
399,A,Kitawase,Pin,A-P02,13.96,194.88,5.87,34.46,NA,121.6072861,122
400,A,Kitawase,Pin,A-P02,15.84,250.91,5.58,31.14,NA,131.1954776,131
401,A,Kitawase,Pin,A-P02,10.54,111.09,6.04,36.48,NA,97.69164765,98
402,A,Kitawase,Pin,A-P02,7.15,51.12,4.53,20.52,43,43.30500515,43
403,A,Kitawase,Pin,A-P02,10.18,103.63,3.63,13.18,40,50.00006717,40
404,A,Kitawase,Pin,A-P02,14.08,198.25,4.49,20.16,87,97.17796849,87
405,A,Kitawase,Pin,A-P02,15.42,237.78,5.53,30.58,73,126.9789131,73
406,A,Kitawase,Pin,A-P02,7.39,54.61,3.99,15.92,40,34.94654486,40
407,A,Kitawase,Pin,A-P02,12.52,156.75,6.2,38.44,151,116.1438166,151
408,A,Kitawase,Pin,A-P02,14.59,212.87,9.13,83.36,249,181.6458065,249
409,A,Kitawase,Pin,A-P03,4.53,20.52,2.84,8.07,NA,-10.0539835,-10
410,A,Kitawase,Pin,A-P03,6.12,37.45,4.21,17.72,NA,29.13561852,29
411,A,Kitawase,Pin,A-P03,13.46,181.17,4.36,19.01,NA,89.83685767,90
412,A,Kitawase,Pin,A-P03,12.64,159.77,4.65,21.62,NA,88.83295217,89
413,A,Kitawase,Pin,A-P03,13.14,172.66,4.1,16.81,NA,82.37435369,82
414,A,Kitawase,Pin,A-P03,4.83,23.33,4.4,19.36,NA,22.56679024,23
415,A,Kitawase,Pin,A-P03,10.21,104.24,5.28,27.88,NA,81.34915241,81
416,A,Kitawase,Pin,A-P03,12.15,147.62,4.46,19.89,NA,81.39985173,81
417,A,Kitawase,Pin,A-P03,13.22,174.77,4.21,17.72,NA,85.10168781,85
418,A,Kitawase,Pin,A-P03,13.3,176.89,5.23,27.35,NA,104.7906537,105
419,A,Kitawase,Pin,A-P03,16.49,271.92,5.53,30.58,NA,135.4132362,135
420,A,Kitawase,Pin,A-P03,15.02,225.6,5.89,34.69,NA,130.3232086,130
421,A,Kitawase,Pin,A-P03,9.62,92.54,5.84,34.11,NA,86.85801491,87
422,A,Kitawase,Pin,A-P03,10.03,100.6,8.23,67.73,NA,131.1836972,131
423,A,Kitawase,Pin,A-P03,14.62,213.74,9.83,96.63,NA,192.8150734,193
424,A,Kitawase,Pin,A-P03,9.73,94.67,7.09,50.27,NA,109.6764515,110
425,A,Kitawase,Pin,A-P03,12.58,158.26,4.56,20.79,NA,86.6720293,87
426,A,Kitawase,Pin,A-P03,11.93,142.32,4.44,19.71,NA,79.28915519,79
427,A,Kitawase,Pin,A-P03,13.37,178.76,5.1,26.01,NA,102.949724,103
428,A,Kitawase,Pin,A-P03,12.4,153.76,8,64,NA,146.0700708,146
429,A,Kitawase,Pin,A-P03,10.55,111.3,4.17,17.39,NA,63.29255233,63
430,A,Kitawase,Pin,A-P03,10.94,119.68,5.67,32.15,NA,94.2009747,94
431,A,Kitawase,Pin,A-P03,12.08,145.93,8.99,80.82,240,159.6373255,240
432,A,Kitawase,Pin,A-P03,8.53,72.76,8.37,70.06,83,121.6508426,83
433,A,Kitawase,Pin,A-P03,NA,NA,NA,NA,77,NA,77
434,A,Kitawase,Pin,A-P03,14.34,205.64,4.65,21.62,79,102.2332786,79
435,A,Kitawase,Pin,A-P03,14.44,208.51,5.08,25.81,82,111.0139552,82
436,A,Kitawase,Pin,A-P03,12.91,166.67,5.11,26.11,57,99.50879922,57
437,A,Kitawase,Pin,A-P03,16.46,270.93,5.69,32.38,54,138.0730477,54
438,A,Kitawase,Pin,A-P03,12.79,163.58,4.28,18.32,46,83.03973884,46
439,A,Kitawase,Pin,A-P03,9.53,90.82,4.96,24.6,53,70.0933303,53
440,A,Kitawase,Pin,A-P03,10.02,100.4,5.26,27.67,38,79.48459933,38
441,A,Kitawase,Pin,A-P03,9.42,88.74,4.93,24.3,46,68.67111249,46
442,A,Kitawase,Thrum,A-T01,9.41,88.55,7.29,53.14,NA,110.5746099,111
443,A,Kitawase,Thrum,A-T01,6.58,43.3,6.31,39.82,NA,71.2667786,71
444,A,Kitawase,Thrum,A-T01,10.75,115.56,7.27,52.85,NA,120.7961296,121
445,A,Kitawase,Thrum,A-T01,8.72,76.04,5.8,33.64,NA,79.04609722,79
446,A,Kitawase,Thrum,A-T01,10.95,119.9,7.39,54.61,NA,124.4127373,124
447,A,Kitawase,Thrum,A-T01,9.61,92.35,6.78,45.97,NA,103.380806,103
448,A,Kitawase,Thrum,A-T01,12.87,165.64,6.93,48.02,NA,131.6763615,132
449,A,Kitawase,Thrum,A-T01,11.24,126.34,8.24,67.9,NA,140.884066,141
450,A,Kitawase,Thrum,A-T01,14.22,202.21,8.75,76.56,NA,172.6642298,173
451,A,Kitawase,Thrum,A-T01,15.91,253.13,9.46,89.49,NA,197.2453515,197
452,A,Kitawase,Thrum,A-T01,12.69,161.04,6.17,38.07,NA,116.951268,117
453,A,Kitawase,Thrum,A-T01,11.53,132.94,7.07,49.98,NA,123.5239418,124
454,A,Kitawase,Thrum,A-T01,21.69,470.46,10.44,108.99,NA,257.8152657,258
455,A,Kitawase,Thrum,A-T01,5.99,35.88,6.07,36.84,37,62.36187167,37
456,A,Kitawase,Thrum,A-T01,9.56,91.39,6.05,36.6,68,90.14535479,68
457,A,Kitawase,Thrum,A-T01,10.07,101.4,9.42,88.74,144,150.5838881,144
458,A,Kitawase,Thrum,A-T01,17.28,298.6,9.51,90.44,314,208.8246612,314
459,A,Kitawase,Thrum,A-T01,18.72,350.44,9.75,95.06,215,223.9012627,215
460,A,Kitawase,Thrum,A-T01,13.31,177.16,8.77,76.91,289,165.8128702,289
461,A,Kitawase,Thrum,A-T02,16.14,260.5,10.4,108.16,NA,213.4655192,213
462,A,Kitawase,Thrum,A-T02,20.67,427.25,10.12,102.41,NA,244.9427605,245
463,A,Kitawase,Thrum,A-T02,24.92,621.01,9.99,99.8,NA,276.4601097,276
464,A,Kitawase,Thrum,A-T02,20.61,424.77,8.47,71.74,NA,218.5033242,219
465,A,Kitawase,Thrum,A-T02,15.22,231.65,7.36,54.17,NA,157.5611796,158
466,A,Kitawase,Thrum,A-T02,4.5,20.25,5.67,32.15,NA,43.4373851,43
467,A,Kitawase,Thrum,A-T02,3.63,13.18,3.28,10.76,6,-8.455226727,6
468,A,Kitawase,Thrum,A-T02,12.03,144.72,6.64,44.09,NA,120.0205952,120
469,A,Kitawase,Thrum,A-T02,11.12,123.65,6.71,45.02,NA,114.0686864,114
470,A,Kitawase,Thrum,A-T02,26.6,707.56,6.52,42.51,NA,232.7711741,233
471,A,Kitawase,Thrum,A-T02,6.51,42.38,4.61,21.25,NA,39.76310058,40
472,A,Kitawase,Thrum,A-T02,14.35,205.92,5.38,28.94,NA,115.8140139,116
473,A,Kitawase,Thrum,A-T02,15.14,229.22,6.04,36.48,NA,133.9513545,134
474,A,Kitawase,Thrum,A-T02,16.05,257.6,5.67,32.15,NA,134.4807795,134
475,A,Kitawase,Thrum,A-T02,13.02,169.52,4.62,21.34,NA,91.26673666,91
476,A,Kitawase,Thrum,A-T02,13.57,184.14,5.41,29.27,67,110.2110996,67
477,A,Kitawase,Thrum,A-T02,15.77,248.69,7.45,55.5,95,163.423431,95
478,A,Kitawase,Thrum,A-T02,21.76,473.5,6.15,37.82,148,188.0919708,148
479,A,Kitawase,Thrum,A-T02,8.87,78.68,6.3,39.69,44,89.14242774,44
480,A,Kitawase,Thrum,A-T02,12.72,161.8,10.51,110.46,221,188.1560365,221
481,A,Kitawase,Thrum,A-T02,17.67,312.23,12.88,165.89,502,260.805944,502
482,A,Kitawase,Thrum,A-T03,8.98,80.64,6.92,47.89,NA,100.8378827,101
483,A,Kitawase,Thrum,A-T03,7.87,61.94,6.42,41.22,NA,83.37409598,83
484,A,Kitawase,Thrum,A-T03,4.13,17.06,4.91,24.11,NA,26.59913533,27
485,A,Kitawase,Thrum,A-T03,15.77,248.69,5.65,31.92,NA,131.9132421,132
486,A,Kitawase,Thrum,A-T03,10.91,119.03,4.91,24.11,NA,80.04279022,80
487,A,Kitawase,Thrum,A-T03,6.19,38.32,5.04,25.4,NA,45.24599772,45
488,A,Kitawase,Thrum,A-T03,19.6,384.16,6.07,36.84,NA,169.6433087,170
489,A,Kitawase,Thrum,A-T03,18.43,339.66,6.12,37.45,NA,161.3105148,161
490,A,Kitawase,Thrum,A-T03,13.45,180.9,6.67,44.49,NA,131.7367232,132
491,A,Kitawase,Thrum,A-T03,14.43,208.22,6.77,45.83,NA,141.2025162,141
492,A,Kitawase,Thrum,A-T03,12.66,160.28,7.65,58.52,NA,142.2809535,142
493,A,Kitawase,Thrum,A-T03,11.09,122.99,7.99,63.84,NA,135.5782252,136
494,A,Kitawase,Thrum,A-T03,12.93,167.18,10.28,105.68,NA,186.3544618,186
495,A,Kitawase,Thrum,A-T03,16.49,271.92,11.16,124.55,NA,227.4554389,227
496,A,Kitawase,Thrum,A-T03,15.56,242.11,11.32,128.14,270,222.4441556,270
497,A,Kitawase,Thrum,A-T03,17.17,294.81,4.53,20.52,105,122.2881057,105
498,A,Kitawase,Thrum,A-T03,15.36,235.93,6.02,36.24,103,135.328312,103
499,A,Kitawase,Thrum,A-T03,16.59,275.23,6.24,38.94,102,148.9337347,102
500,A,Kitawase,Thrum,A-T03,10.55,111.3,6.16,37.95,43,99.90402053,43
501,A,Kitawase,Thrum,A-T03,5.25,27.56,3.98,15.84,17,17.88640793,17
502,B,Kitawase,Thrum,B-T01,8.43,71.06,4,16,NA,43.33588232,43
503,B,Kitawase,Thrum,B-T01,6.07,36.84,4.48,20.07,NA,33.85051496,34
504,B,Kitawase,Thrum,B-T01,7.79,60.68,5.42,29.38,NA,64.83181322,65
505,B,Kitawase,Thrum,B-T01,11.48,131.79,3.63,13.18,NA,60.24737563,60
506,B,Kitawase,Thrum,B-T01,10.43,108.78,3.32,11.02,NA,45.93137606,46
507,B,Kitawase,Thrum,B-T01,17.28,298.6,5.57,31.02,NA,142.3677411,142
508,B,Kitawase,Thrum,B-T01,10.76,115.78,4.33,18.75,NA,67.98595891,68
509,B,Kitawase,Thrum,B-T01,13.09,171.35,5.73,32.83,NA,112.2329431,112
510,B,Kitawase,Thrum,B-T01,18.74,351.19,5.39,29.05,NA,150.6002099,151
511,B,Kitawase,Thrum,B-T01,10.06,101.2,5.23,27.35,NA,79.25120801,79
512,B,Kitawase,Thrum,B-T01,15.58,242.74,4.21,17.72,NA,103.7044939,104
513,B,Kitawase,Thrum,B-T01,14.14,199.94,4.5,20.25,NA,97.83918951,98
514,B,Kitawase,Thrum,B-T01,13.82,190.99,4.52,20.43,NA,95.69331177,96
515,B,Kitawase,Thrum,B-T01,11.43,130.64,3.79,14.36,NA,62.94932318,63
516,B,Kitawase,Thrum,B-T01,14.29,204.2,4.62,21.34,NA,101.2775688,101
517,B,Kitawase,Thrum,B-T01,15.3,234.09,8.33,69.39,NA,174.3624923,174
518,B,Kitawase,Thrum,B-T01,13.92,193.77,8.08,65.29,NA,159.3740106,159
519,B,Kitawase,Thrum,B-T01,11.6,134.56,6.75,45.56,NA,118.5473787,119
520,B,Kitawase,Thrum,B-T01,8.7,75.69,3.21,10.3,29,30.13661771,29
521,B,Kitawase,Thrum,B-T01,8.83,77.97,3.83,14.67,34,43.2238914,34
522,B,Kitawase,Thrum,B-T01,7.84,61.47,3.86,14.9,43,35.99786634,43
523,B,Kitawase,Thrum,B-T01,8.72,76.04,4.07,16.56,42,46.96225521,42
524,B,Kitawase,Thrum,B-T01,13.53,183.06,4.27,18.23,75,88.6845538,75
525,B,Kitawase,Thrum,B-T01,9.66,93.32,4.83,23.33,87,68.70279664,87
526,B,Kitawase,Thrum,B-T01,13.97,195.16,5.17,26.73,83,108.9681279,83
527,B,Kitawase,Thrum,B-T01,14.05,197.4,6.42,41.22,141,132.0882239,141
528,B,Kitawase,Thrum,B-T02,7.78,60.53,3.29,10.82,NA,24.45527033,24
529,B,Kitawase,Thrum,B-T02,9.97,99.4,3.83,14.67,NA,52.20999267,52
530,B,Kitawase,Thrum,B-T02,14.22,202.21,5.4,29.16,NA,115.1529302,115
531,B,Kitawase,Thrum,B-T02,12.25,150.06,5.15,26.52,NA,95.04328098,95
532,B,Kitawase,Thrum,B-T02,16.85,283.92,4.57,20.88,NA,120.5187646,121
533,B,Kitawase,Thrum,B-T02,14.43,208.22,5.98,35.76,NA,127.2831403,127
534,B,Kitawase,Thrum,B-T02,20.24,409.66,4.49,20.16,NA,145.7344455,146
535,B,Kitawase,Thrum,B-T02,13.83,191.27,7.48,55.95,NA,148.6380961,149
536,B,Kitawase,Thrum,B-T02,9.64,92.93,6.05,36.6,NA,90.77595839,91
537,B,Kitawase,Thrum,B-T02,4.26,18.15,3.08,9.49,NA,-7.425375486,-7
538,B,Kitawase,Thrum,B-T02,6.99,48.86,4.21,17.72,52,35.99343264,52
539,B,Kitawase,Thrum,B-T02,NA,NA,NA,NA,67,NA,67
540,B,Kitawase,Thrum,B-T02,11.52,132.71,7.91,62.57,140,137.6388033,140
541,B,Kitawase,Thrum,B-T03,11.67,136.19,5.14,26.42,NA,90.28635895,90
542,B,Kitawase,Thrum,B-T03,11.78,138.77,3.24,10.5,NA,55.00221778,55
543,B,Kitawase,Thrum,B-T03,8.65,74.82,2.82,7.95,NA,22.0262309,22
544,B,Kitawase,Thrum,B-T03,9.33,87.05,3.61,13.03,NA,42.91370019,43
545,B,Kitawase,Thrum,B-T03,9.04,81.72,5.87,34.46,NA,82.82516484,83
546,B,Kitawase,Thrum,B-T03,14.46,209.09,5.76,33.18,NA,123.5710558,124
547,B,Kitawase,Thrum,B-T03,17.41,303.11,4.58,20.98,NA,125.1180358,125
548,B,Kitawase,Thrum,B-T03,10.68,114.06,3.55,12.6,NA,52.39007988,52
549,B,Kitawase,Thrum,B-T03,9.82,96.43,3.68,13.54,NA,48.13269393,48
550,B,Kitawase,Thrum,B-T03,8.51,72.42,3.62,13.1,NA,36.64472638,37
551,B,Kitawase,Thrum,B-T03,8.82,77.79,3.91,15.29,NA,44.68343624,45
552,B,Kitawase,Thrum,B-T03,9.92,98.41,4.07,16.56,NA,56.42130918,56
553,B,Kitawase,Thrum,B-T03,11.51,132.48,5.08,25.81,NA,87.9180984,88
554,B,Kitawase,Thrum,B-T03,17.46,304.85,5.1,26.01,NA,135.1893329,135
555,B,Kitawase,Thrum,B-T03,10.85,117.72,6.19,38.32,NA,102.8013653,103
556,B,Kitawase,Thrum,B-T03,10.77,115.99,5.48,30.03,NA,89.4159611,89
557,B,Kitawase,Thrum,B-T03,10.19,103.84,5.75,33.06,NA,89.73398753,90
558,B,Kitawase,Thrum,B-T03,8.26,68.23,6.04,36.48,NA,79.71944511,80
559,B,Kitawase,Thrum,B-T03,8.72,76.04,4.25,18.06,31,50.38975348,31
560,B,Kitawase,Thrum,B-T03,5.84,34.11,2.67,7.13,24,-3.118530936,24
561,B,Kitawase,Thrum,B-T03,7.55,57,3.39,11.49,27,24.59908274,27
562,B,Kitawase,Thrum,B-T03,5.11,26.11,2.74,7.51,27,-7.474351244,27
563,B,Kitawase,Thrum,B-T03,9.85,97.02,6.96,48.44,159,108.3875451,159
564,B,Kitawase,Thrum,B-T03,8.43,71.06,7.61,57.91,103,108.2652742,103
565,B,Kitawase,Thrum,B-T03,8.57,73.44,3.26,10.63,75,30.09189693,75
566,B,Kitawase,Thrum,B-T03,10.01,100.2,3.8,14.44,29,51.94760002,29
567,B,Kitawase,Pin,B-P01,10.13,102.62,6.64,44.09,NA,105.0437598,105
568,B,Kitawase,Pin,B-P01,6.98,48.72,3.61,13.03,NA,24.38971951,24
569,B,Kitawase,Pin,B-P01,13.72,188.24,4.61,21.25,NA,96.59624981,97
570,B,Kitawase,Pin,B-P01,11.23,126.11,4.58,20.98,NA,76.40390787,76
571,B,Kitawase,Pin,B-P01,6.47,41.86,4.04,16.32,NA,28.65205695,29
572,B,Kitawase,Pin,B-P01,11.79,139,4.04,16.32,NA,70.58719619,71
573,B,Kitawase,Pin,B-P01,11.58,134.1,5.78,33.41,NA,101.229751,101
574,B,Kitawase,Pin,B-P01,10.68,114.06,4.61,21.25,NA,72.6333131,73
575,B,Kitawase,Pin,B-P01,12.48,155.75,5.27,27.77,NA,99.06070591,99
576,B,Kitawase,Pin,B-P01,15.26,232.87,4.14,17.14,NA,99.84808943,100
577,B,Kitawase,Pin,B-P01,17.42,303.46,5.08,25.81,NA,134.5039392,135
578,B,Kitawase,Pin,B-P01,14.45,208.8,6.71,45.02,NA,140.3175612,140
579,B,Kitawase,Pin,B-P01,16.14,260.5,5.03,25.3,NA,123.4922742,123
580,B,Kitawase,Pin,B-P01,15.9,252.81,6.71,45.02,97,151.7472514,97
581,B,Kitawase,Pin,B-P01,10.87,118.16,3.75,14.06,39,57.76269048,39
582,B,Kitawase,Pin,B-P01,9.89,97.81,5.51,30.36,71,83.02479227,71
583,B,Kitawase,Pin,B-P01,9.42,88.74,3.77,14.21,32,46.71920403,32
584,B,Kitawase,Pin,B-P01,11.64,135.49,4.29,18.4,42,74.16630282,42
585,B,Kitawase,Pin,B-P01,17.09,292.07,5.07,25.7,70,131.7208758,70
586,B,Kitawase,Pin,B-P01,16.34,267,NA,NA,94,NA,94
587,B,Kitawase,Pin,B-P02,12.19,148.6,5.17,26.73,NA,94.93719782,95
588,B,Kitawase,Pin,B-P02,10.63,113,5.96,35.52,NA,96.97226699,97
589,B,Kitawase,Pin,B-P02,3.74,13.99,3.92,15.37,NA,4.831598491,5
590,B,Kitawase,Pin,B-P02,6.27,39.31,3.82,14.59,NA,22.85308559,23
591,B,Kitawase,Pin,B-P02,12.28,150.8,4.85,23.52,NA,89.72837874,90
592,B,Kitawase,Pin,B-P02,10.33,106.71,5.29,27.98,NA,82.48010376,82
593,B,Kitawase,Pin,B-P02,15.52,240.87,6.44,41.47,NA,144.0295451,144
594,B,Kitawase,Pin,B-P02,7.53,56.7,4.98,24.8,NA,54.69833226,55
595,B,Kitawase,Pin,B-P02,12.91,166.67,5.91,34.93,NA,114.0482411,114
596,B,Kitawase,Pin,B-P02,10.65,113.42,4.75,22.56,NA,75.01648143,75
597,B,Kitawase,Pin,B-P02,13.79,190.16,6.86,47.06,NA,137.7167628,138
598,B,Kitawase,Pin,B-P02,9.01,81.18,5.01,25.1,NA,66.91963668,67
599,B,Kitawase,Pin,B-P02,10.83,117.29,4.4,19.36,NA,69.86206006,70
