"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"ForestArea",1,22.8516778850908,22.8516778850908,5.62767404170042,0.0245298968669694
"Morph",1,8.29199878786566,8.29199878786566,2.04206739509174,0.163685488042276
"Variety",1,0.148159956522528,0.148159956522528,0.0364872962735612,0.849843717699458
"Residuals",29,117.757114885673,4.06059016847147,NA,NA
